DataStationCode,Date,UnconfirmedChange,StartTime,EndTime,MaxTime,LatitudeHemisphere,Latitude,LongitudeHemisphere,LongitudeCMD,SXIData,FlareClass,FlareIntensity,StationAbbreviation,IntegratedFlux,NOAASunspotRegionNumber,CMPDate,RegionArea,TotalIntensity,DateTime
31777,141103,,2215,2253,2240,nan,nan,nan,nan,nan,M,65,G15,6.6E-02,nan,nan,nan,nan,2014-11-03 22:15:00
31777,141104,,0759,0920,0838,N,18,E,82,nan,M,26,G15,7.1E-02,12205,141110.6,nan,nan,2014-11-04 07:59:00
31777,141104,,0852,0913,0904,N,18,E,82,nan,M,23,G15,2.9E-02,12205,141110.6,nan,nan,2014-11-04 08:52:00
31777,141105,,0926,0955,0947,N,20,E,68,nan,M,79,G15,5.2E-02,12205,141110.6,nan,nan,2014-11-05 09:26:00
31777,141105,,1850,2015,1944,N,17,E,65,nan,M,29,G15,7.8E-02,12205,141110.7,nan,nan,2014-11-05 18:50:00
31777,141106,,0129,0154,0139,N,15,E,58,nan,M,32,G15,3.0E-02,12205,141110.4,nan,nan,2014-11-06 01:29:00
31777,141106,,0332,0402,0346,N,17,E,58,nan,M,54,G15,7.1E-02,12205,141110.5,nan,nan,2014-11-06 03:32:00
31777,141106,,2153,2234,2216,N,14,E,45,nan,M,25,G15,3.3E-02,12205,141110.3,nan,nan,2014-11-06 21:53:00
31777,141107,,0205,0332,0249,N,17,E,50,nan,M,27,G15,7.6E-02,12205,141110.9,nan,nan,2014-11-07 02:05:00
31777,141107,,0412,0438,0425,N,17,E,50,nan,M,20,G15,2.6E-02,12205,141110.9,nan,nan,2014-11-07 04:12:00
31777,141107,,1013,1030,1022,N,15,E,43,nan,M,10,G15,6.9E-03,12205,141110.6,nan,nan,2014-11-07 10:13:00
31777,141107,,1653,1734,1726,N,17,E,40,nan,X,16,G15,1.5E-01,12205,141110.7,nan,nan,2014-11-07 16:53:00
31777,141109,,1524,1538,1532,N,18,E,14,nan,M,23,G15,1.1E-02,12205,141110.7,nan,nan,2014-11-09 15:24:00
31777,141115,,1140,1210,1203,S,09,E,63,nan,M,33,G15,2.4E-02,12209,141120.2,nan,nan,2014-11-15 11:40:00
31777,141115,,2038,2050,2046,S,13,E,63,nan,M,37,G15,1.3E-02,12209,141120.6,nan,nan,2014-11-15 20:38:00
31777,141116,,1735,1757,1748,nan,nan,nan,nan,nan,M,57,G15,4.1E-02,nan,nan,nan,nan,2014-11-16 17:35:00
31777,141201,,0626,0659,0641,S,21,E,17,nan,M,18,G15,2.3E-02,12222,141202.5,nan,nan,2014-12-01 06:26:00
31777,141204,,0800,0821,0810,S,24,W,27,nan,M,13,G15,1.1E-02,12222,141202.2,nan,nan,2014-12-04 08:00:00
31777,141204,,1805,1856,1825,nan,nan,nan,nan,nan,M,61,G15,1.2E-01,nan,nan,nan,nan,2014-12-04 18:05:00
31777,141204,,1938,1944,1941,nan,nan,nan,nan,nan,M,13,G15,3.0E-03,nan,nan,nan,nan,2014-12-04 19:38:00
31777,141205,,1133,1247,1225,nan,nan,nan,nan,nan,M,15,G15,3.1E-02,nan,nan,nan,nan,2014-12-05 11:33:00
31777,141213,,0513,0525,0520,nan,nan,nan,nan,nan,M,15,G15,6.4E-03,nan,nan,nan,nan,2014-12-13 05:13:00
31777,141214,,1925,1939,1933,S,19,E,44,nan,M,16,G15,7.3E-03,12242,141218.1,nan,nan,2014-12-14 19:25:00
31777,141217,,0057,0120,0110,S,11,E,36,nan,M,15,G15,1.4E-02,12241,141219.7,nan,nan,2014-12-17 00:57:00
31777,141217,,0141,0157,0150,S,11,E,33,nan,M,11,G15,8.3E-03,12241,141219.5,nan,nan,2014-12-17 01:41:00
31777,141217,,0425,0520,0451,S,11,E,33,nan,M,87,G15,1.9E-01,12241,141219.6,nan,nan,2014-12-17 04:25:00
31777,141217,,1854,1920,1901,S,10,E,24,nan,M,14,G15,1.6E-02,12241,141219.5,nan,nan,2014-12-17 18:54:00
31777,141218,,2141,2225,2158,S,11,E,15,nan,M,69,G15,1.0E-01,12241,141220.0,nan,nan,2014-12-18 21:41:00
31777,141219,,0931,0954,0944,S,20,W,45,nan,M,13,G15,1.1E-02,12235,141215.9,nan,nan,2014-12-19 09:31:00
31777,141220,,0011,0055,0028,S,21,W,24,nan,X,18,G15,2.7E-01,12242,141218.1,nan,nan,2014-12-20 00:11:00
31777,141221,,0718,0751,0732,S,21,W,48,nan,M,12,G15,1.8E-02,12242,141217.6,nan,nan,2014-12-21 07:18:00
31777,141221,,1124,1257,1217,nan,nan,nan,nan,nan,M,10,G15,4.6E-02,nan,nan,nan,nan,2014-12-21 11:24:00
31777,141222,,0133,0159,0149,S,19,W,54,nan,M,10,G15,1.1E-02,12242,141217.9,nan,nan,2014-12-22 01:33:00
31777,141227,,0203,0224,0216,S,11,W,48,nan,M,22,G15,1.4E-02,12249,141223.4,nan,nan,2014-12-27 02:03:00
31777,150103,,0940,0950,0947,S,04,E,17,nan,M,11,G15,3.1E-03,12253,150104.6,nan,nan,2015-01-03 09:40:00
31777,150104,,1518,1553,1536,S,07,E,02,nan,M,13,G15,1.6E-02,12253,150104.7,nan,nan,2015-01-04 15:18:00
31777,150113,,0413,0438,0424,N,06,W,70,nan,M,56,G15,4.5E-02,12257,150107.9,nan,nan,2015-01-13 04:13:00
31777,150113,,0446,0510,0458,N,06,W,70,nan,M,49,G15,6.2E-02,12257,150107.9,nan,nan,2015-01-13 04:46:00
31777,150114,,1230,1308,1258,nan,nan,nan,nan,nan,M,22,G15,2.0E-02,nan,nan,nan,nan,2015-01-14 12:30:00
31777,150122,,0443,0502,0452,nan,nan,nan,nan,nan,M,14,G15,9.6E-03,nan,nan,nan,nan,2015-01-22 04:43:00
31777,150126,,1646,1658,1653,nan,nan,nan,nan,nan,M,11,G15,4.6E-03,nan,nan,nan,nan,2015-01-26 16:46:00
31777,150128,,0421,0455,0441,S,09,E,09,nan,M,14,G15,2.1E-02,12268,150128.8,nan,nan,2015-01-28 04:21:00
31777,150128,,2132,2140,2137,N,08,E,73,nan,M,10,G15,2.4E-03,12277,150203.3,nan,nan,2015-01-28 21:32:00
31777,150129,,1132,1152,1142,S,12,W,06,nan,M,21,G15,1.7E-02,12268,150129.0,nan,nan,2015-01-29 11:32:00
31777,150130,,0032,0102,0044,nan,nan,nan,nan,nan,M,20,G15,2.3E-02,nan,nan,nan,nan,2015-01-30 00:32:00
31777,150130,,0529,0635,0536,N,10,E,58,nan,M,17,G15,4.8E-02,12277,150203.6,nan,nan,2015-01-30 05:29:00
31777,150130,,1210,1221,1216,nan,nan,nan,nan,nan,M,24,G15,8.7E-03,nan,nan,nan,nan,2015-01-30 12:10:00
31777,150204,,0208,0221,0215,N,10,W,14,nan,M,12,G15,5.7E-03,12277,150203.0,nan,nan,2015-02-04 02:08:00
31777,150209,,2219,0016,2335,S,08,W,33,nan,M,24,G15,7.6E-02,12280,150207.4,nan,nan,2015-02-09 22:19:00
31777,150302,,0631,0644,0639,N,20,W,84,nan,M,10,G15,4.6E-03,12290,150223.8,nan,nan,2015-03-02 06:31:00
31777,150302,,1510,1537,1528,nan,nan,nan,nan,nan,M,37,G15,3.1E-02,nan,nan,nan,nan,2015-03-02 15:10:00
31777,150302,,1921,1936,1931,nan,nan,nan,nan,nan,M,41,G15,1.9E-02,nan,nan,nan,nan,2015-03-02 19:21:00
31777,150303,,0125,0142,0135,N,21,W,87,nan,M,82,G15,4.4E-02,12290,150224.4,nan,nan,2015-03-03 01:25:00
31777,150305,,1706,1826,1811,nan,nan,nan,nan,nan,M,12,G15,2.3E-02,nan,nan,nan,nan,2015-03-05 17:06:00
31777,150306,,0414,0527,0457,nan,nan,nan,nan,nan,M,31,G15,9.0E-02,nan,nan,nan,nan,2015-03-06 04:14:00
31777,150306,,0655,0828,0815,nan,nan,nan,nan,nan,M,15,G15,6.8E-02,nan,nan,nan,nan,2015-03-06 06:55:00
31777,150307,,2159,2249,2222,nan,nan,nan,nan,nan,M,92,G15,2.3E-01,nan,nan,nan,nan,2015-03-07 21:59:00
31777,150309,,1422,1437,1433,S,16,E,49,nan,M,45,G15,1.6E-02,12297,150313.3,nan,nan,2015-03-09 14:22:00
31777,150309,,2329,0012,2353,nan,nan,nan,nan,nan,M,58,G15,8.5E-02,nan,nan,nan,nan,2015-03-09 23:29:00
31777,150310,,0319,0328,0324,S,15,E,40,nan,M,51,G15,1.7E-02,12297,150313.1,nan,nan,2015-03-10 03:19:00
31777,150310,,2346,0006,0002,nan,nan,nan,nan,nan,M,29,G15,1.0E-02,nan,nan,nan,nan,2015-03-10 23:46:00
31777,150311,,0710,0743,0718,S,16,E,26,nan,M,18,G15,2.2E-02,12297,150313.3,nan,nan,2015-03-11 07:10:00
31777,150311,,0751,0803,0757,S,16,E,26,nan,M,26,G15,1.3E-02,12297,150313.3,nan,nan,2015-03-11 07:51:00
31777,150311,,1611,1629,1622,S,17,E,21,nan,X,22,G15,1.2E-01,12297,150313.2,nan,nan,2015-03-11 16:11:00
31777,150311,,1837,1857,1851,S,16,E,18,nan,M,10,G15,6.3E-03,12297,150313.1,nan,nan,2015-03-11 18:37:00
31777,150312,,0441,0450,0446,nan,nan,nan,nan,nan,M,32,G15,1.1E-02,nan,nan,nan,nan,2015-03-12 04:41:00
31777,150312,,1138,1202,1150,nan,nan,nan,nan,nan,M,16,G15,1.5E-02,nan,nan,nan,nan,2015-03-12 11:38:00
31777,150312,,1209,1218,1214,nan,nan,nan,nan,nan,M,14,G15,5.5E-03,nan,nan,nan,nan,2015-03-12 12:09:00
31777,150312,,1350,1413,1408,S,15,E,06,nan,M,42,G15,2.1E-02,12297,150313.0,nan,nan,2015-03-12 13:50:00
31777,150312,,2144,2156,2151,nan,nan,nan,nan,nan,M,27,G15,1.2E-02,nan,nan,nan,nan,2015-03-12 21:44:00
31777,150313,,0347,0416,0401,nan,nan,nan,nan,nan,M,12,G15,1.4E-02,nan,nan,nan,nan,2015-03-13 03:47:00
31777,150313,,0549,0612,0607,nan,nan,nan,nan,nan,M,18,G15,1.3E-02,nan,nan,nan,nan,2015-03-13 05:49:00
31777,150314,,0423,0454,0440,S,14,W,12,nan,M,14,G15,1.4E-02,12297,150313.2,nan,nan,2015-03-14 04:23:00
31777,150315,,2242,2338,2322,nan,nan,nan,nan,nan,M,12,G15,2.7E-02,nan,nan,nan,nan,2015-03-15 22:42:00
31777,150316,,1039,1117,1058,S,17,W,39,nan,M,16,G15,2.5E-02,12297,150313.4,nan,nan,2015-03-16 10:39:00
31777,150317,,2249,2348,2334,N,10,W,54,nan,M,10,G15,1.4E-02,12302,150313.9,nan,nan,2015-03-17 22:49:00
31777,150408,,1437,1447,1443,S,14,W,04,nan,M,14,G15,4.0E-03,12320,150408.3,nan,nan,2015-04-08 14:37:00
31777,150412,,0851,1044,0950,N,10,E,66,nan,M,11,G15,4.3E-02,nan,150417.3,nan,nan,2015-04-12 08:51:00
31777,150421,,0708,0727,0721,N,09,W,80,nan,M,10,G15,6.4E-03,12322,150415.3,nan,nan,2015-04-21 07:08:00
31777,150421,,1017,1059,1040,nan,nan,nan,nan,nan,M,22,G15,3.7E-02,nan,nan,nan,nan,2015-04-21 10:17:00
31777,150421,,1149,1202,1157,N,10,W,84,nan,M,22,G15,1.1E-02,12322,150415.1,nan,nan,2015-04-21 11:49:00
31777,150421,,1524,1551,1545,N,09,W,85,nan,M,40,G15,2.3E-02,12322,150415.2,nan,nan,2015-04-21 15:24:00
31777,150421,,1655,1709,1700,N,13,W,84,nan,M,21,G13,1.2E-02,12322,150415.3,nan,nan,2015-04-21 16:55:00
31777,150421,,2139,2155,2145,N,03,W,18,nan,M,18,G15,1.1E-02,12325,150420.5,nan,nan,2015-04-21 21:39:00
31777,150421,,2158,2204,2201,nan,nan,nan,nan,nan,M,12,G15,2.8E-03,nan,nan,nan,nan,2015-04-21 21:58:00
31777,150422,,0830,0858,0844,S,09,E,05,nan,M,11,G15,1.2E-02,12332,150422.7,nan,nan,2015-04-22 08:30:00
31777,150423,,0918,1110,1007,nan,nan,nan,nan,nan,M,11,G15,5.7E-02,nan,nan,nan,nan,2015-04-23 09:18:00
31777,150505,,0942,0951,0947,nan,nan,nan,nan,nan,M,19,G15,5.4E-03,nan,nan,nan,nan,2015-05-05 09:42:00
31777,150505,,1345,1356,1353,N,15,E,75,nan,M,12,G15,4.6E-03,12339,150511.2,nan,nan,2015-05-05 13:45:00
31777,150505,,1419,1432,1425,S,17,E,39,nan,M,13,G15,6.7E-03,12335,150508.5,nan,nan,2015-05-05 14:19:00
31777,150505,,1712,1730,1724,S,17,E,15,nan,M,26,G15,1.3E-02,12335,150506.8,nan,nan,2015-05-05 17:12:00
31777,150505,,2205,2215,2211,nan,nan,nan,nan,nan,X,27,G15,9.3E-02,nan,nan,nan,nan,2015-05-05 22:05:00
31777,150506,,1145,1151,1149,N,17,E,67,nan,M,19,G15,3.2E-03,12339,150511.5,nan,nan,2015-05-06 11:45:00
31777,150611,,0849,0859,0855,nan,nan,nan,nan,nan,M,10,G15,3.4E-03,nan,nan,nan,nan,2015-06-11 08:49:00
31777,150613,,0720,0747,0729,N,14,W,73,nan,M,13,G15,1.7E-02,12360,150607.7,nan,nan,2015-06-13 07:20:00
31777,150614,,0052,0109,0059,N,14,W,73,nan,M,20,G15,1.4E-02,12360,150608.5,nan,nan,2015-06-14 00:52:00
31777,150618,,0033,0155,0127,nan,nan,nan,nan,nan,M,12,G15,4.0E-02,nan,nan,nan,nan,2015-06-18 00:33:00
31777,150620,,0628,0709,0648,N,13,E,25,nan,M,10,G15,1.8E-02,12371,150622.1,nan,nan,2015-06-20 06:28:00
31777,150621,,0102,0200,0142,N,12,E,16,nan,M,20,G15,3.2E-02,12371,150622.2,nan,nan,2015-06-21 01:02:00
31777,150621,,0938,0950,0944,S,21,W,57,nan,M,38,G15,1.6E-02,12367,150617.0,nan,nan,2015-06-21 09:38:00
31777,150621,,1810,1828,1820,S,18,W,64,nan,M,11,G15,7.9E-03,12367,150616.8,nan,nan,2015-06-21 18:10:00
31777,150622,,1739,1851,1823,N,12,W,08,nan,M,66,G15,1.9E-01,12371,150622.1,nan,nan,2015-06-22 17:39:00
31777,150625,,0802,0905,0816,N,09,W,42,nan,M,79,G15,1.7E-01,12371,150622.1,nan,nan,2015-06-25 08:02:00
31777,150703,,1247,1253,1251,S,15,E,68,nan,M,15,G15,2.3E-03,12378,150708.6,nan,nan,2015-07-03 12:47:00
31777,150706,,0824,0859,0844,N,17,E,42,nan,M,10,G15,1.2E-02,12381,150709.5,nan,nan,2015-07-06 08:24:00
31777,150706,,2032,2050,2040,N,18,E,36,nan,M,17,G15,1.2E-02,12381,150709.6,nan,nan,2015-07-06 20:32:00
31777,150821,,0156,0237,0218,S,16,E,39,nan,M,12,G15,2.2E-02,12403,150824.0,nan,nan,2015-08-21 01:56:00
31777,150821,,0934,1007,0948,S,16,E,27,nan,M,14,G15,1.8E-02,12403,150823.4,nan,nan,2015-08-21 09:34:00
31777,150821,,1910,2050,2034,S,12,E,26,nan,M,11,G15,3.1E-02,12403,150823.8,nan,nan,2015-08-21 19:10:00
31777,150822,,0639,0659,0649,S,16,E,23,nan,M,12,G15,1.0E-02,12403,150824.0,nan,nan,2015-08-22 06:39:00
31777,150822,,2119,2128,2124,S,15,E,15,nan,M,35,G15,1.1E-02,12403,150824.0,nan,nan,2015-08-22 21:19:00
31777,150824,,0726,0735,0733,S,15,W,04,nan,M,56,G15,1.1E-02,12403,150824.0,nan,nan,2015-08-24 07:26:00
31777,150824,,1740,1749,1746,nan,nan,nan,nan,nan,M,10,G15,2.7E-03,nan,nan,nan,nan,2015-08-24 17:40:00
31777,150827,,0448,0603,0544,S,16,W,47,nan,M,29,G15,4.2E-02,12403,150823.6,nan,nan,2015-08-27 04:48:00
31777,150828,,1304,1323,1316,S,14,W,65,nan,M,22,G15,1.6E-02,12403,150823.6,nan,nan,2015-08-28 13:04:00
31777,150828,,1856,1906,1903,S,13,W,70,nan,M,21,G15,4.7E-03,12403,150823.5,nan,nan,2015-08-28 18:56:00
31777,150830,,0201,0423,0330,nan,nan,nan,nan,nan,M,14,G15,7.1E-02,nan,nan,nan,nan,2015-08-30 02:01:00
31777,150917,,0934,0945,0940,S,21,W,04,nan,M,11,G15,4.6E-03,12415,150917.0,nan,nan,2015-09-17 09:34:00
31777,150920,,0455,0517,0503,nan,nan,nan,nan,nan,M,15,G15,1.3E-02,nan,nan,nan,nan,2015-09-20 04:55:00
31777,150920,,1732,1829,1803,S,20,W,24,nan,M,21,G15,4.5E-02,12415,150918.9,nan,nan,2015-09-20 17:32:00
31777,151001,,1303,1314,1310,S,23,W,64,nan,M,45,G15,1.3E-02,12422,150926.6,nan,nan,2015-10-01 13:03:00
31777,151002,,0006,0017,0013,S,19,W,67,nan,M,55,G15,2.0E-02,12422,150926.8,nan,nan,2015-10-02 00:06:00
31777,151002,,1219,1231,1226,nan,nan,nan,nan,nan,M,10,G15,4.1E-03,nan,nan,nan,nan,2015-10-02 12:19:00
31777,151002,,1708,1723,1718,S,19,W,76,nan,M,10,G15,4.9E-03,12422,150926.9,nan,nan,2015-10-02 17:08:00
31777,151004,,0234,0248,0241,nan,nan,nan,nan,nan,M,10,G15,5.0E-03,nan,nan,nan,nan,2015-10-04 02:34:00
31777,151015,,2327,2337,2331,S,11,E,50,nan,M,11,G15,5.5E-03,12434,151019.7,nan,nan,2015-10-15 23:27:00
31777,151016,,0611,0620,0616,S,11,E,46,nan,M,11,G15,3.6E-03,12434,151019.7,nan,nan,2015-10-16 06:11:00
31777,151017,,2009,2028,2023,nan,nan,nan,nan,nan,M,11,G15,6.0E-03,nan,nan,nan,nan,2015-10-17 20:09:00
31777,151017,,2035,2046,2042,nan,nan,nan,nan,nan,M,15,G15,5.8E-03,nan,nan,nan,nan,2015-10-17 20:35:00
31777,151031,,1748,1755,1752,N,06,E,51,nan,M,10,G15,2.1E-03,12443,151104.5,nan,nan,2015-10-31 17:48:00
31777,151104,,0320,0329,0326,N,15,W,64,nan,M,19,G15,5.2E-03,12445,151030.2,nan,nan,2015-11-04 03:20:00
31777,151104,,1155,1206,1203,N,12,W,73,nan,M,26,G15,7.3E-03,12445,151030.0,nan,nan,2015-11-04 11:55:00
31777,151104,,1331,1413,1352,N,09,W,04,nan,M,37,G15,5.9E-02,12443,151104.2,nan,nan,2015-11-04 13:31:00
31777,151109,,1249,1328,1312,S,11,E,41,nan,M,39,G15,4.7E-02,12449,151112.6,nan,nan,2015-11-09 12:49:00
31777,151221,,0052,0111,0103,nan,nan,nan,nan,nan,M,28,G15,1.9E-02,nan,nan,nan,nan,2015-12-21 00:52:00
31777,151221,,1009,1032,1019,N,04,E,85,nan,M,11,G15,1.0E-02,nan,151227.7,nan,nan,2015-12-21 10:09:00
31777,151222,,0315,0348,0334,S,23,E,75,nan,M,17,G15,2.1E-02,12473,151227.9,nan,nan,2015-12-22 03:15:00
31777,151223,,0023,0052,0040,S,22,E,63,nan,M,47,G15,4.9E-02,12473,151227.8,nan,nan,2015-12-23 00:23:00
31777,151224,,0149,0222,0212,nan,nan,nan,nan,nan,M,11,G15,1.3E-02,nan,nan,nan,nan,2015-12-24 01:49:00
31777,151228,,1120,1409,1245,nan,nan,nan,nan,nan,M,18,G15,1.1E-01,nan,nan,nan,nan,2015-12-28 11:20:00
31777,160101,,2310,0101,0011,nan,nan,nan,nan,nan,M,23,G15,1.1E-01,nan,nan,nan,nan,2016-01-01 23:10:00
31777,160212,,1036,1053,1047,nan,nan,nan,nan,nan,M,10,G15,5.8E-03,nan,nan,nan,nan,2016-02-12 10:36:00
31777,160213,,1516,1526,1524,N,13,W,25,nan,M,18,G15,4.3E-03,12497,160211.7,nan,nan,2016-02-13 15:16:00
31777,160214,,1918,1929,1926,N,15,W,47,nan,M,10,G15,3.6E-03,12497,160211.2,nan,nan,2016-02-14 19:18:00
31777,160215,,1041,1106,1100,S,20,W,48,nan,M,12,G15,7.4E-03,12500,160211.7,nan,nan,2016-02-15 10:41:00
31777,160418,,0014,0039,0029,N,12,W,62,nan,M,67,G15,4.9E-02,12529,160413.3,nan,nan,2016-04-18 00:14:00
31777,160721,,0042,0050,0046,nan,nan,nan,nan,nan,M,12,G15,3.5E-03,nan,nan,nan,nan,2016-07-21 00:42:00
31777,160721,,0134,0204,0149,nan,nan,nan,nan,nan,M,10,G15,1.2E-02,nan,nan,nan,nan,2016-07-21 01:34:00
31777,160723,,0146,0223,0211,nan,nan,nan,nan,nan,M,50,G15,5.4E-02,nan,nan,nan,nan,2016-07-23 01:46:00
31777,160723,,0500,0524,0516,N,02,W,74,nan,M,76,G15,4.6E-02,12567,160717.7,nan,nan,2016-07-23 05:00:00
31777,160723,,0527,0533,0531,N,02,W,74,nan,M,55,G15,1.1E-02,12567,160717.7,nan,nan,2016-07-23 05:27:00
31777,160724,,0609,0632,0620,N,03,W,84,nan,M,20,G15,1.7E-02,12567,160717.9,nan,nan,2016-07-24 06:09:00
31777,160724,,1730,1812,1743,nan,nan,nan,nan,nan,M,19,G15,3.6E-02,nan,nan,nan,nan,2016-07-24 17:30:00
31777,160807,,1437,1448,1444,N,09,W,67,nan,M,13,G15,4.6E-03,12572,160802.5,nan,nan,2016-08-07 14:37:00
31777,161129,,1719,1726,1723,S,07,E,55,nan,M,10,G15,2.0E-03,12615,161203.8,nan,nan,2016-11-29 17:19:00
31777,161129,,2329,2340,2338,S,08,E,52,nan,M,12,G15,3.9E-03,12615,161203.8,nan,nan,2016-11-29 23:29:00
